id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3191,Malleson Garden Cottage,3754,Brigitte,,Ward 57,-33.94762,18.47599,Entire home/apt,635,3,79,2024-06-18,0.59,1,305,6,
298622,Stunning Sea View apt on the Cape Peninsula,1539169,Diane,,Ward 61,-34.20875,18.4594,Entire home/apt,1500,2,71,2024-01-17,0.47,1,286,1,
15007,Blaauwberg House (now with inverter),59072,Dirk,,Ward 23,-33.80001,18.46063,Entire home/apt,3102,2,46,2024-04-02,0.36,4,147,2,
15068,Grande Bay,59318,Linda,,Ward 23,-33.78826,18.4594,Entire home/apt,2000,4,0,,,5,351,0,
357793,CityChic @ the Piazza meets Table Mountain,1802190,Liliane,,Ward 115,-33.92528,18.42022,Entire home/apt,2000,4,224,2024-04-12,1.54,1,143,16,
15077,Top relaxed beach living in style,59342,Georg,,Ward 4,-33.858356,18.490376,Private room,1070,2,7,2022-06-16,0.05,6,205,0,
357993,Beach View Studio with Balcony Walkout,1811942,Shannon,,Ward 54,-33.96455,18.38113,Entire home/apt,1700,2,108,2024-02-08,0.86,3,199,3,
15199,Self catering apartment,59694,Alexa,,Ward 115,-33.91115,18.41235,Entire home/apt,2500,14,2,2016-04-15,0.02,1,365,0,
15354,"Aurora Self Catering Units, Durbanville, Cape Town",60196,Ian,,Ward 112,-33.83074,18.63142,Entire home/apt,,3,0,,,1,0,0,
363935,Surfers' Dream,1838554,Antje,,Ward 64,-34.10183,18.47495,Entire home/apt,,14,4,2020-12-30,0.04,2,0,0,
15480,In hip designer district of Cape T.,60443,Jean,,Ward 115,-33.92876,18.42247,Entire home/apt,690,30,23,2022-08-24,0.13,1,333,0,
15704,Hollywood Mansion & Spa Camps Bay with Butler,61441,Kevin,,Ward 54,-33.9659,18.37724,Entire home/apt,25714,4,2,2023-03-01,0.02,5,258,0,
370531,Light & Fun House in Cape Town,1867661,Claudia,,Ward 57,-33.939449310302734,18.467430114746094,Entire home/apt,1100,28,23,2024-01-13,0.15,1,127,1,
381267,Victorian beauty in observatory!,1912713,Katrin,,Ward 57,-33.93894,18.47248,Entire home/apt,2000,15,0,,,2,308,0,
16259,"Luxury Cottage, secure, spacious, no load shedding",63255,Cheryl,,Ward 59,-33.99612,18.46563,Entire home/apt,1165,2,16,2024-01-12,0.13,3,293,2,
18499,Rooms in Halaal Villa Cape Town De Tijger,71221,Abe,,Ward 2,-33.89034,18.58852,Private room,,7,0,,,1,0,0,
390198,Fabulous views,1952066,Rita,,Ward 54,-33.91351,18.39218,Private room,550,4,65,2024-05-03,0.44,6,285,5,
395538,5-star Penthouse with amazing views,1976676,Hiske,,Ward 115,-33.924,18.42221,Entire home/apt,3500,5,7,2018-01-02,0.05,1,268,0,
19271,Largo House self catering suite,73439,Beverley,,Ward 59,-33.97918,18.45549,Entire home/apt,640,2,129,2024-06-21,0.86,5,257,27,
400107,Camps Bay Villa with Mountain Views near the Beach,1997313,Shirley,,Ward 54,-33.95426,18.37938,Entire home/apt,6400,2,55,2024-03-22,0.40,6,253,10,
19384,2 bed home with a view under Table Mountain.,73764,Ingrid,,Ward 77,-33.92674,18.40597,Entire home/apt,,1,6,2023-03-29,0.07,1,0,0,
428550,Tristan's (self-catering) Beach House,2130446,Heather,,Ward 61,-34.137981,18.328871,Entire home/apt,3000,2,3,2024-01-03,0.03,3,347,1,
19561,Apartment in Durbanville,74188,Cherry,,Ward 103,-33.84229,18.67832,Private room,,2,0,,,1,0,0,
443237,Tranquil and light mountain side apartment,115643576,Laura,,Ward 77,-33.93907,18.41643,Entire home/apt,693,3,5,2024-06-22,0.04,4,335,2,
19658,Private Room,74504,Ricardo,,Ward 5,-33.87208,18.53586,Private room,,7,0,,,1,0,0,
469356,Beautiful spacious cottage in upper Zwaanswyk,2256975,Diana,,Ward 71,-34.06806,18.41225,Entire home/apt,4500,3,16,2024-04-04,0.24,1,212,5,
20125,Double Bedr0om to Rent,76161,Debbie,,Ward 73,-34.0259,18.48428,Private room,,1,0,,,1,0,0,
471729,Seaview cottage in Scarborough,2339584,Gregory,,Ward 61,-34.19988,18.37755,Entire home/apt,1089,2,68,2024-04-08,0.58,2,335,4,
473856,Explore Cape Town from a Cosy Apartment in a Prime Location,2349400,Katrin,,Ward 115,-33.92786,18.41642,Entire home/apt,1537,2,183,2024-04-17,1.26,4,144,14,
20263,Villa Honeywood Residence 5 star Service,837661,Daniel,,Ward 64,-34.13647,18.41994,Entire home/apt,5500,5,2,2024-02-17,0.11,2,269,1,
474596,5 bedroom holiday home to rent in Cape Town,2352753,Cindy,,Ward 58,-33.96919,18.4882,Entire home/apt,8000,10,3,2023-02-18,0.04,1,342,0,
20403,Light and Bright Somerset,76971,Bronwyn,,Ward 84,-34.10292,18.8709,Entire home/apt,,7,0,,,1,0,0,
487252,Green Point - Chic White Studio Apartment,914135,Cape Standard,,Ward 115,-33.90968,18.41102,Entire home/apt,1475,3,39,2024-02-05,0.27,3,236,6,
487261,Tamboerskloof Quaint Garden Studio,914135,Cape Standard,,Ward 77,-33.92696,18.40316,Private room,,2,6,2021-11-11,0.04,3,0,0,
20670,ROOM TO LET,78185,Gill,,Ward 64,-34.09151,18.48337,Private room,,3,0,,,1,0,0,
511414,"312 Rockwell - Sunny + Modern with Balcony, AirCon and WiFi",2516345,Jaco,,Ward 115,-33.91577,18.41777,Entire home/apt,2087,3,4,2020-12-06,0.03,80,328,0,
22994,Heritage Home in Cape Town suburbs,89107,Sandra,,Ward 58,-33.95784,18.48782,Entire home/apt,1453,7,17,2024-01-03,0.10,1,33,1,
36347,"Cosy, Downtown Loft with Mountain Views over Rooftop Deck",156196,Alan,,Ward 115,-33.92456,18.42238,Entire home/apt,1071,4,281,2024-05-19,2.27,1,116,14,
516875,"Rockwell 2bed, 2bath, Waterkant,  high floor&views",302466468,Donovan,,Ward 115,-33.91501,18.41935,Entire home/apt,1751,2,89,2024-03-21,0.63,2,271,5,
36483,"Stylish Studio, Pool, Parking, Wifi, kitchenette",156910,Dave,,Ward 107,-33.82157,18.48436,Private room,950,28,36,2024-02-05,0.23,6,364,1,
36485,Stunning Studio Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.82063,18.48376,Private room,950,28,25,2022-12-19,0.15,6,365,0,
518545,"CBD Loft Free Wi-Fi, Parking, Gym, Balcony and BBQ",2516345,Jaco,,Ward 115,-33.92218,18.42151,Entire home/apt,1742,1,6,2022-08-08,0.05,80,260,0,
36499,Lovely Garden Cottage Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81963,18.48455,Entire home/apt,950,2,30,2022-02-12,0.19,6,365,0,
82212,Perfect Beachfront Apartment,404176,Gayle,,Ward 54,-33.91788,18.38626,Entire home/apt,1352,2,35,2024-01-25,0.23,5,229,4,
518726,COLLINGWOOD STUD Entire Guest House,2552379,David,,Ward 105,-33.81008,18.62134,Private room,,4,3,2016-01-03,0.02,3,0,0,
96036,Unique Town House -Green Point,510489,Christan,,Ward 115,-33.91017,18.41032,Entire home/apt,4500,4,25,2024-01-12,0.16,1,364,2,
518837,5 Kingfisher: Studio apartment with a view,2552971,Lucinda,,Ward 61,-34.13822,18.33371,Entire home/apt,850,2,65,2024-04-26,0.97,2,279,8,
101292,ChicShak Self Catering Accommodation in Muizenberg,531026,Carey,,Ward 64,-34.10327,18.47259,Entire home/apt,450,1,37,2022-05-31,0.27,1,0,0,
543206,2OceansApartments Adult Only SelfCatering Studio 1,2670647,Anja & Thomas,,Ward 69,-34.12146,18.39356,Entire home/apt,1100,2,3,2019-12-26,0.02,2,264,0,
106673,Omega 4. Wouldn't you like to safely live here?,339579167,Penguins Cove,,Ward 23,-33.80609,18.46716,Entire home/apt,850,2,23,2024-02-11,0.20,7,364,2,
553936,Modern Beach Front Apartment in Bloubergstrand,65714,John,,Ward 23,-33.81839,18.47531,Entire home/apt,,2,1,2022-03-07,0.04,1,146,0,
114218,Mid-century Table Mountain Magic,579839,Oliver,,Ward 77,-33.9386,18.39868,Entire home/apt,8054,7,25,2024-01-02,0.16,1,92,1,
563459,Spacious bedroom with en-suite & separate entrance,2762369,Karis,,Ward 115,-33.9099,18.40314,Entire home/apt,980,2,65,2024-03-22,0.72,2,340,23,
122455,"Yellow lifestyle, Sea Views & NO loadshedding!",613674,Randolf,,Ward 115,-33.91026,18.40473,Entire home/apt,5900,2,27,2024-03-10,0.90,2,175,8,
565844,Makai Surf Lodge Cape Town,2782178,Rik,,Ward 113,-33.82977,18.49745,Private room,876,4,5,2024-01-17,0.04,1,365,1,
123012,The Studio,615652,Doreen,,Ward 77,-33.93136,18.40629,Entire home/apt,3000,1,33,2018-09-02,0.22,5,205,0,
590826,Cape Town Waterfront Apartment,2915241,Nicole,,Ward 115,-33.91248,18.42548,Entire home/apt,2250,2,9,2023-02-21,0.07,4,362,0,
123076,GARDEN COTTAGE,615652,Doreen,,Ward 77,-33.93266,18.40766,Entire home/apt,4200,1,15,2017-03-24,0.10,5,177,0,
606963,Lovely Guesthouse with Old-Fashioned Service and Ocean View,3007248,Florian,,Ward 64,-34.12555,18.44886,Private room,1300,1,102,2024-05-29,0.74,20,351,12,
133339,Cape Town Gardens Guest Suite,654987,Alice,,Ward 77,-33.93576,18.40402,Private room,1350,3,102,2024-03-18,0.65,3,41,2,
611956,COLONIAL STYLE SEA POINT APARTMENT,3035834,Darryl And Ron,,Ward 54,-33.91467,18.38925,Entire home/apt,1600,5,130,2021-01-05,0.91,3,93,0,
200211,Beautiful & Cosy Ocean View Apartment - must see!,978466,Anne-Lotte,,Ward 54,-33.9143,18.39538,Entire home/apt,1201,3,116,2024-03-12,0.75,1,179,5,
613068,"Our family home, nice and cozy well",2600948,Justino,,Ward 21,-33.88196,18.63907,Entire home/apt,,1,0,,,1,0,0,
617238,"Stylish Apartment with Large, Covered Balcony",1852795,Jenny,,Ward 115,-33.91553,18.41893,Entire home/apt,960,5,47,2024-04-30,0.33,3,205,1,
636290,"Colourful Loft with Free Wi-fi, Parking and gym",2516345,Jaco,,Ward 115,-33.91129,18.41617,Entire home/apt,1275,1,8,2023-01-06,0.07,80,363,0,
218269,Spacious Heritage Cottage in the City-Safe&Cosy,255784,Don & Jaco,,Ward 115,-33.93153,18.40756,Entire home/apt,599,2,110,2024-06-18,0.71,11,365,15,
650049,"Luxury loft,Table Mountain Views,no load shedding!",2824970,Claire,,Ward 115,-33.91789,18.41844,Entire home/apt,1132,2,270,2024-06-22,2.06,1,332,28,
231402,Braeside House Loft Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,1650,3,100,2024-02-06,0.65,2,253,2,
653488,Tasteful Twin Bedroom in Upmarket Location.,3006485,Gordon,,Ward 115,-33.91129,18.41452,Private room,1100,2,17,2024-03-05,0.13,2,365,2,
255987,"Bellevue Manor Guest House, SEA POINT, CAPE TOWN",1345936,Gary,,Ward 54,-33.91478,18.39179,Private room,581,3,71,2024-03-04,0.92,8,364,24,
659419,Self catering 3 bedrooms 3 bathrooms,3326652,Fabrizio,,Ward 4,-33.85342,18.49401,Entire home/apt,1751,1,60,2024-06-16,0.76,11,286,9,
275876,"Kloof Street Cottage, huge deck & panoramic views",1441807,Martin,,Ward 77,-33.93284,18.40775,Entire home/apt,1265,2,145,2019-07-26,0.96,1,90,0,
660090,Separate entrance 2 bedrooms 2 bathrooms flat,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,1167,1,10,2024-01-05,0.11,11,251,1,
660099,One bedroom apartment,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,564,1,13,2024-03-12,0.21,11,164,4,
282586,Cottage de la Mer with Private Terrace and Dream Pool,1384294,Patrick,,Ward 54,-33.92649,18.38291,Entire home/apt,2627,4,50,2024-04-21,0.43,2,309,12,
667072,"Private, secure with great views and simple style.",3374257,Diana,,Ward 74,-34.04356,18.36675,Entire home/apt,1200,2,43,2024-06-03,0.33,2,359,7,
282606,Sun Room,77323658,Andries,,Ward 59,-33.99628,18.46864,Private room,292,5,50,2024-05-28,0.36,4,176,7,
668544,"Llandudno Beachway Apartment, steps from the beach",3384207,Brenda,,Ward 74,-34.00744,18.34365,Entire home/apt,2500,4,45,2024-04-01,0.35,1,295,7,
283053,Braeside House Main Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,1550,3,66,2023-02-27,0.43,2,185,0,
669623,Chic 3 Bedroom Townhouse,2758015,Mario,,Ward 112,-33.82666,18.63682,Entire home/apt,2950,2,11,2023-03-06,0.09,1,294,0,
286894,SPOIL YOURSELF IN STYLE and COMFORT,1492767,Paul,,Ward 54,-33.92169952392578,18.383554458618164,Entire home/apt,829,5,45,2024-06-21,0.30,2,129,21,
287211,Spacious three storied home  Cape town,1494208,Fiona,,Ward 77,-33.93456,18.40321,Entire home/apt,2000,2,25,2024-05-02,0.20,1,88,3,
672103,Magical manor house,3408518,Marc,,Ward 71,-34.04267,18.42773,Entire home/apt,6500,10,9,2022-01-06,0.06,1,205,0,
675177,501 New Cumberland - Stunning Beachfront Penthouse,2516345,Jaco,,Ward 115,-33.90066,18.40431,Entire home/apt,3292,1,23,2024-05-15,0.24,80,133,1,
291205,"""Sevensleepers"" Holiday Apartment",1512563,Hanne,,Ward 71,-34.07088,18.45068,Entire home/apt,907,3,22,2024-04-16,0.16,1,305,4,
678993,Bay Leaf Cottage,3455821,Gwendoline,,Ward 57,-33.93618,18.46611,Entire home/apt,1089,2,67,2024-04-29,0.49,1,285,5,
292170,"Gay-friendly, City Bowl  Cape Town",1513113,Susan’s Susanna,,Ward 115,-33.93277,18.41939,Private room,700,3,6,2022-11-18,0.05,2,364,0,
1044351,Cape City View,5509428,Cape Eazi Stayz,,Ward 115,-33.92362,18.42192,Entire home/apt,990,1,2,2021-12-09,0.02,22,63,0,
686495,Perfectly positioned Bakoven home,3517753,Odette,,Ward 54,-33.95909,18.37865,Entire home/apt,6000,5,7,2022-01-05,0.06,2,362,0,
1046677,African Icon,5509428,Cape Eazi Stayz,,Ward 115,-33.91705,18.42472,Entire home/apt,1020,1,6,2023-02-26,0.06,22,55,0,
1047449,Aeicon Suite,5509428,Cape Eazi Stayz,,Ward 115,-33.91918,18.4245,Entire home/apt,,1,6,2023-02-23,0.06,22,0,0,
688644,OLIVE'S COTTAGE,615652,Doreen,,Ward 77,-33.93321,18.40691,Entire home/apt,3200,1,39,2024-05-19,0.28,5,187,4,
1049807,Rockefeller Suite,5509428,Cape Eazi Stayz,,Ward 115,-33.91519,18.4183,Hotel room,1300,2,14,2022-07-31,0.11,22,25,0,
690609,"Sunny, spacious & central in a hip neighborhood",212014848,Ashley,,Ward 57,-33.93651,18.46634,Entire home/apt,1150,3,182,2024-04-28,1.28,2,66,10,
1049961,Adenium Beachfront,5509428,Cape Eazi Stayz,,Ward 115,-33.90026,18.4045,Entire home/apt,1200,1,26,2024-03-30,0.22,22,44,3,
697880,Private Garden Cottage,3576139,Angela,,Ward 57,-33.93624,18.44431,Entire home/apt,850,2,205,2024-05-11,1.46,3,360,10,
1050007,Studio Martini,5509428,Cape Eazi Stayz,,Ward 115,-33.92655,18.41475,Entire home/apt,880,1,10,2024-02-07,0.10,22,50,2,
708351,Cape Cottage-A Home Away From Home,3642757,Jessica,,Ward 64,-34.08379,18.47682,Entire home/apt,1500,2,139,2024-05-21,0.98,1,37,12,
1058642,Private Residence Camps Bay Beach UPS Backup power,5807357,Michaeljon,,Ward 54,-33.9514,18.38436,Entire home/apt,2230,2,289,2024-06-22,2.78,1,68,51,
1075794,Fabulous 1-Bedroom De Waterkant Apt. WiFi included,1852795,Jenny,,Ward 115,-33.91559,18.41824,Entire home/apt,960,5,42,2024-03-11,0.32,3,211,1,
731764,Lido Beach Front Apartment with Sea Views,3809204,Chantal,,Ward 54,-33.91953,18.38404,Entire home/apt,2300,10,17,2024-03-02,0.25,6,110,6,
731882,African Beach Studio 1 - Ocean Facing,3809204,Chantal,,Ward 115,-33.90204,18.39954,Entire home/apt,1186,10,31,2024-06-01,0.28,6,132,6,
1081311,Spacious Double Room Available in Cape Town,5947217,Renate,,Ward 4,-33.86739,18.50606,Private room,344,5,118,2024-01-28,1.02,1,217,7,
732339,Zebra Place Self Catering Rosendal Bellville. CT,3812467,Otto,,Ward 21,-33.86673,18.64441,Entire home/apt,780,2,58,2023-07-11,0.51,3,216,1,
1101917,Upper Constantia Guest House,2789205,Martin,,Ward 62,-34.00644,18.42661,Entire home/apt,3994,4,114,2024-05-19,0.88,2,228,18,
732409,Guinea Fowl Self Catering  Bellville. Rosendal. CT,3812467,Otto,,Ward 21,-33.8668,18.64443,Entire home/apt,760,2,53,2023-11-26,0.37,3,308,1,
1111212,SC TOPDECK,6099617,Swen,,Ward 100,-34.16382,18.86643,Entire home/apt,,7,16,2020-01-03,0.13,1,0,0,
736534,Enjoy a Private Room in Chartfield Guesthouse,3007248,Florian,,Ward 64,-34.12617,18.44861,Private room,1300,2,96,2024-06-02,0.94,20,351,17,
1144728,In Vibrant Ambience of Colour to bask in the sun,6276550,Astrid,,Ward 57,-33.93323,18.45348,Entire home/apt,,3,93,2024-01-03,0.71,1,0,1,
742345,Room with a View - Green Point,3886732,Koos,,Ward 115,-33.90999,18.41148,Entire home/apt,566,3,28,2024-06-02,0.47,83,59,12,
743795,Bright Cosy Home with 100Mbps & 2 Car Garage!,3897359,Zac,,Ward 57,-33.93627,18.45388,Entire home/apt,908,13,4,2024-03-04,0.81,1,124,4,
751785,Instaworthy Views. Free Parking. Walk Everywhere,2516345,Jaco,,Ward 115,-33.92423,18.42283,Entire home/apt,1088,3,14,2022-09-02,0.11,80,300,0,
1182416,905 The Decks on Long Street,5808514,Brad,,Ward 115,-33.92179,18.42015,Entire home/apt,1314,2,36,2024-04-19,0.34,2,163,4,
754780,Large and clean room in a house,3971841,John,,Ward 57,-33.9345,18.46529,Private room,,14,0,,,1,0,0,
759767,Woodbridge Island Townhouse in private estate.,4004504,Steven,,Ward 55,-33.88595,18.48791,Entire home/apt,1900,10,19,2024-01-28,0.14,1,352,2,
1191976,Unwind at a Bespoke Sea View Studio near the V&A Waterfront,3809204,Chantal,,Ward 115,-33.89995,18.40758,Entire home/apt,1350,10,32,2022-12-10,0.25,6,74,0,
768582,Stylish and bright Sea Point 1-Bed apartment,4054512,Lizzie,,Ward 54,-33.91449,18.39401,Entire home/apt,950,4,12,2024-03-28,0.09,1,109,1,
1194568,"Roomy Art Deco flat, Fresnaye/Sea Point, Cape Town",6527833,Isa,,Ward 54,-33.92078,18.38758,Entire home/apt,1089,3,49,2024-06-11,0.40,1,161,18,
1197587,Town apartment with amazing view!,6542285,Mareli,,Ward 77,-33.9399,18.42583,Private room,600,4,1,2024-01-07,0.17,1,363,1,
771176,African Sun,4065747,Don,,Ward 77,-33.93915,18.42456,Entire home/apt,827,2,275,2024-03-16,1.95,1,291,11,
1234685,Terrace Apartment,6732291,Peter,,Ward 54,-33.92005,18.39094,Entire home/apt,1900,7,14,2024-04-03,0.11,1,230,4,
776601,Beautiful Heritage Home,4094560,Amelia,,Ward 77,-33.94297,18.41952,Entire home/apt,,4,4,2024-01-02,0.04,3,0,1,
778089,Tristan's Beach House - Cape Town,2130446,Heather,,Ward 61,-34.138901,18.328859,Entire home/apt,3000,2,18,2024-02-11,0.13,3,347,3,
1241945,Merridew - Walking distance to Camps Bay Beach,6632489,Turnkey365,,Ward 54,-33.9593,18.37921,Entire home/apt,8607,1,37,2024-04-07,0.30,54,252,11,
782166,Wessels House Studio,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,700,2,31,2024-02-23,0.22,4,267,6,
782208,Wessels House - Central Calm Oasis - garden & pool,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,5200,3,187,2024-02-15,1.34,4,198,7,
1253226,Msangasanga - Superb family Villa in Camps Bay,6632489,Turnkey365,,Ward 54,-33.95477,18.38423,Entire home/apt,8094,1,27,2024-05-07,0.25,54,211,7,
1285950,"Navine's Homestay, Economy Double",1354282,Navine,,Ward 63,-34.00768,18.51565,Shared room,600,5,0,,,3,210,0,
790177,Gables Rest Self Catering Unit Somerset West,4171143,Rob,,Ward 84,-34.08073,18.85926,Entire home/apt,,3,2,2023-03-07,0.03,1,0,0,
795400,"Woodstock House, Cape Town",4190050,Rob,,Ward 57,-33.93292,18.44942,Entire home/apt,1500,7,6,2019-01-07,0.05,1,365,0,
1318508,Charming Atlantic Seaboard cottage,2900415,Christophe,,Ward 54,-33.92384,18.38679,Entire home/apt,849,2,13,2024-03-23,0.13,1,93,4,
795614,Architectural Home Magnificent View,4173981,Lisa,,Ward 77,-33.92842,18.40144,Entire home/apt,5837,5,19,2024-02-14,0.15,1,349,3,
1331613,"Self Cater in Rondebosch, Cape Town",7223146,Wendy,,Ward 58,-33.97549,18.49216,Entire home/apt,1200,2,147,2024-04-15,1.12,2,342,14,
800546,Glen Beach Villa Three,4214801,Mary-Louise,,Ward 54,-33.9469,18.37914,Entire home/apt,7000,1,97,2024-04-09,0.85,11,266,12,
800623,Glen Beach Bungalow Penthouse,4214801,Mary-Louise,,Ward 54,-33.94707,18.37825,Entire home/apt,6143,1,108,2024-06-17,0.95,11,169,13,
1333749,sea view apartment,7231028,Barbara,,Ward 54,-33.95773,18.38381,Entire home/apt,2335,1,144,2024-04-03,1.12,4,237,20,
801953,123 Ocean View Dr Apartment,4218169,Roy,,Ward 115,-33.91177,18.40159,Entire home/apt,1200,3,37,2022-09-30,0.31,1,163,0,
801981,The Perfect Holiday Home in Cape Town,4221634,Tim,,Ward 74,-34.04001,18.36203,Entire home/apt,4500,6,25,2024-03-28,0.20,1,49,5,
1348581,Deluxe Double /with options Self catering,3006485,Gordon,,Ward 115,-33.91336,18.41577,Private room,1257,2,8,2023-01-17,0.08,2,364,0,
807366,Cosy Cape Town Beach Cottage In Security Estate,4248754,Michaela,,Ward 55,-33.88519,18.48619,Entire home/apt,1362,4,25,2022-09-30,0.20,1,29,0,
810042,Pineapple Cottage - Kalk Bay,4260566,Carol,,Ward 64,-34.12797,18.44605,Entire home/apt,1600,3,42,2024-03-01,0.30,3,111,6,
1410077,A heaven of peace and relaxation !,7603872,Adi,,Ward 69,-34.097271,18.360401,Entire home/apt,7783,3,29,2024-02-29,0.25,1,107,6,
811611,8 On Burnside Under Table Mountain!,4267926,Ursula,,Ward 77,-33.92922,18.40736,Entire home/apt,1136,2,298,2024-05-19,2.17,1,293,19,
812750,Lovely Room in 'The White House',3576139,Angela,,Ward 57,-33.9363,18.44329,Private room,600,5,89,2024-05-13,0.64,3,234,7,
1469709,Lovely 1-Bedroom De Waterkant Apt. WiFi included,1852795,Jenny,,Ward 115,-33.91587,18.41832,Entire home/apt,1080,5,26,2022-12-12,0.20,3,285,0,
1495471,Private room at Mountview B&B,7849376,Joe,,Ward 54,-33.91721,18.39219,Private room,,1,4,2019-01-23,0.03,1,0,0,
842387,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93008,18.40549,Private room,584,2,90,2024-04-16,0.65,17,335,3,
855361,"Spacious, Peaceful Estate - Mountain & Sea Views",4468950,Ashley & Debbie,,Ward 74,-34.01501,18.36165,Entire home/apt,3000,2,23,2023-04-30,0.18,3,212,0,
1519294,Clifton Penthouse on 1st Beach. Backup power.,8109114,Margot,,Ward 54,-33.93564,18.37775,Entire home/apt,4150,5,79,2023-11-19,0.62,1,159,5,
857701,Bay Splendour in Simon's Town (Self Catering),4486696,Fatima,,Ward 61,-34.18236,18.42457,Entire home/apt,2500,5,32,2024-03-10,0.40,1,318,4,
858532,Stylish City Loft Apartment (No Load Shedding),4492187,Luz Zoraida,,Ward 115,-33.92523,18.42385,Entire home/apt,1300,7,37,2024-01-31,0.29,1,179,1,
861257,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93011,18.40566,Private room,389,2,51,2024-05-06,0.39,17,364,4,
875916,Llandudno Penthouse  5 mins / beach / No loadsheds,4625439,Maureen,,Ward 74,-34.00893,18.34488,Entire home/apt,1575,2,13,2024-03-09,0.19,4,364,4,
1557974,"Constantia Valley, comfortable room",8293590,Jon,,Ward 62,-34.01182,18.44789,Private room,1000,2,11,2024-02-14,0.11,1,364,1,
1558929,Cape Town Seafront 1 Bedroom apartment,8297457,Gordon,,Ward 115,-33.90209,18.40234,Entire home/apt,1148,5,72,2024-04-27,0.55,1,197,7,
879450,Mountain View Studio Apartment,692331,Louie,,Ward 58,-33.97567,18.47233,Entire home/apt,1362,2,76,2022-03-20,0.58,2,365,0,
1565329,Treehouse in city centre,7051121,Sebastiaan,,Ward 77,-33.93545,18.41664,Entire home/apt,800,15,4,2023-12-30,0.23,1,72,2,
887577,Lakehouse on the water in Ecoestate,4706907,Bridget,,Ward 69,-34.11662,18.37807,Entire home/apt,,10,2,2020-01-06,0.03,1,0,0,
1571355,2 bedroom apartment amazing views Albatross House,8355528,Andre,,Ward 61,-34.19629,18.42767,Entire home/apt,1320,1,24,2023-12-12,0.34,4,266,7,
893053,At Greenmarket Place apartment - stunning views,4749338,Katia,,Ward 115,-33.92222,18.41999,Entire home/apt,930,2,39,2024-05-04,0.31,2,278,6,
897063,Central and Beautiful,3007944,Ian,,Ward 115,-33.91144,18.4116,Entire home/apt,670,3,140,2024-06-19,1.01,4,198,22,
1587516,Newly renovated apartment in Sea Point,8463032,Tanya,,Ward 54,-33.91553,18.39491,Entire home/apt,4500,2,1,2020-02-10,0.02,1,179,0,
1595157,Cape Point Mountain Getaway - Cottage,8507045,Joel,,Ward 61,-34.252960205078125,18.475013732910156,Entire home/apt,1086,2,162,2024-06-22,1.26,2,302,30,
900141,"Kapstadt, Milnerton Garden Cottage",4806391,Peter,,Ward 55,-33.87818,18.49576,Entire home/apt,1167,4,31,2024-04-02,0.27,1,302,9,
900802,Belvedere on Barkley - Oak Suite,4812503,June,,Ward 58,-33.96183,18.48047,Private room,650,2,17,2024-04-15,0.32,2,322,6,
1595205,Whalehaven: Kalk Bay Apartment with Harbour Views,8507293,Louise,,Ward 64,-34.12625,18.44899,Entire home/apt,1650,2,123,2024-05-06,0.97,2,244,11,
1616731,"Beautiful views, pool & balcony with dbl bedroom.",8603797,Nicky,,Ward 115,-33.91209,18.41104,Entire home/apt,2000,2,4,2013-12-11,0.03,1,363,0,
1625734,"Fabulous Villa, Large Entertainment Area Patio/Pool",8643899,Linda,,Ward 62,-34.03025,18.42911,Entire home/apt,9500,7,7,2023-04-11,0.10,4,316,0,
906093,Cosy Studio Apartment with Table Mountain View,2469634,Clyde,,Ward 115,-33.91273,18.41685,Entire home/apt,890,5,82,2024-04-06,0.62,2,347,7,
911211,The Loft,615652,Doreen,,Ward 115,-33.931976,18.407118,Entire home/apt,4200,1,21,2023-12-20,0.16,5,175,1,
1626659,Big Bay Homestay La Paloma,5646468,Madeleine,,Ward 23,-33.7806595,18.4543554,Private room,650,1,25,2024-06-13,0.20,2,152,11,
919640,luxury home in upmarket constantia,4940476,Andrew,,Ward 73,-34.0225,18.45536,Entire home/apt,,14,0,,,1,0,0,
1642108,Guinea Fowl House Kommetjie,8718245,Michele,,Ward 61,-34.13844,18.32793,Entire home/apt,,2,2,2022-01-02,0.05,4,0,0,
930318,Penthouse with Panoramic Sea Views,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96152,18.37411,Entire home/apt,8200,4,10,2020-12-09,0.08,8,186,0,
930469,Penthouse with Sweeping Sea and Mountain Views,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.95931,18.3766,Entire home/apt,12000,3,12,2020-12-15,0.16,8,251,0,
